content,content_stemmed_no_common_2,content_regex,content_regex_norm,text_clean,_tokens,tokens_clean,score,sentiment,reviewCreatedVersion,major_version,at,thumbsUpCount
sangat memfasilitasi,fasilitas,fasilitas,fasilitas,fasilitas,['fasilitas'],['fasilitas'],5,positive,3.4.0,3,2017-06-21 00:31:52,0
coba dulu,coba,coba,coba,coba,['coba'],['coba'],4,positive,,nan,2017-06-20 23:59:30,0
maju terus,maju,maju,maju,maju,['maju'],['maju'],5,positive,,nan,2017-06-19 21:14:32,0
siiiiipp,siiiiipp,siipp,siip,siip,['siip'],['siip'],5,positive,4.0.9,4,2017-06-19 15:06:19,0
semoga bermanfaat gan,moga manfaat gan,moga manfaat gan,moga manfat gan,moga manfat gan,"['moga', 'manfat', 'gan']","['moga', 'manfat', 'gan']",5,positive,,nan,2017-06-19 06:45:56,0
ok,ok,ok,ok,ok,['ok'],['ok'],3,neutral,,nan,2017-06-18 23:22:36,0
"barusan download dan install app-nya. kok pas dibuka, sampai pilihan pilih bahasa, pas diklik "" lanjut "" , langsung force close ya, dan berulang ulang, jadi gabisa dibuka.. why??",barusan download install appnya pas buka pilih pilih bahasa pas klik langsung force close ulang ulang buka why,barusan download install appnya pas buka pilih pilih bahasa pas klik langsung force close ulang ulang buka why,barusan download instal appnya pas buka pilih pilih bahasa pas klik langsung force close ulang ulang buka why,barusan download instal appnya pas buka pilih pilih bahasa pas klik langsung force close ulang ulang buka why,"['barusan', 'download', 'instal', 'appnya', 'pas', 'buka', 'pilih', 'pilih', 'bahasa', 'pas', 'klik', 'langsung', 'force', 'close', 'ulang', 'ulang', 'buka', 'why']","['barusan', 'download', 'instal', 'appnya', 'pas', 'buka', 'pilih', 'pilih', 'bahasa', 'pas', 'klik', 'langsung', 'force', 'close', 'ulang', 'ulang', 'buka', 'why']",1,negative,4.0.9,4,2017-06-18 12:44:35,1
mantap makanya kalau nga bagus hp nya jak maka beli hp xiomi,mantap bagus hp jak beli hp xiomi,mantap bagus hp jak beli hp xiomi,mantap bagus hp jak beli hp xiomi,mantap bagus hp beli hp,"['mantap', 'bagus', 'hp', 'jak', 'beli', 'hp', 'xiomi']","['mantap', 'bagus', 'hp', 'beli', 'hp']",5,positive,4.0.9,4,2017-06-18 10:28:04,1
lambat app,lambat,lambat,lambat,lambat,['lambat'],['lambat'],1,negative,4.0.9,4,2017-06-18 07:05:39,0
memuaskan,muas,muas,muas,muas,['muas'],['muas'],5,positive,4.0.9,4,2017-06-18 00:55:01,0
"saya kesusahan saat mau pesan penerbangan,app nya seperti tidak mau meresppon.mohon diperbaiki lagi",susah pesan penerbanganapp merespponmohon baik,susah pesan penerbanganapp merespponmohon baik,susah pesan penerbanganap merespponmohon baik,susah pesan baik,"['susah', 'pesan', 'penerbanganap', 'merespponmohon', 'baik']","['susah', 'pesan', 'baik']",2,negative,4.0.9,4,2017-06-17 13:18:37,1
memuaskan,muas,muas,muas,muas,['muas'],['muas'],5,positive,,nan,2017-06-16 14:51:23,0
lumayan lah!,lumayan,lumayan,lumayan,lumayan,['lumayan'],['lumayan'],3,neutral,,nan,2017-06-16 13:10:50,0
oke,oke,oke,oke,oke,['oke'],['oke'],5,positive,,nan,2017-06-15 15:03:14,0
pelayanan dan fasilitas good,layan fasilitas good,layan fasilitas good,layan fasilitas good,layan fasilitas good,"['layan', 'fasilitas', 'good']","['layan', 'fasilitas', 'good']",4,positive,4.0.9,4,2017-06-15 04:24:31,1
sangat mudah mengoperasikan aplikasi ini.,mudah operasi,mudah operasi,mudah operasi,mudah operasi,"['mudah', 'operasi']","['mudah', 'operasi']",5,positive,4.0.9,4,2017-06-15 02:29:36,1
semua informasi sangat berguna sesuai dengan situasi dan kondisi tiap tiap waktu apa kapan dan dimana.,informasi guna sesuai situasi kondisi mana,informasi guna sesuai situasi kondisi mana,informasi guna sesuai situasi kondisi mana,informasi guna sesuai situasi kondisi mana,"['informasi', 'guna', 'sesuai', 'situasi', 'kondisi', 'mana']","['informasi', 'guna', 'sesuai', 'situasi', 'kondisi', 'mana']",5,positive,4.0.9,4,2017-06-14 21:23:07,1
"heh kalian semua ,, ribut yuk",heh ribut yuk,heh ribut yuk,heh ribut yuk,heh,"['heh', 'ribut', 'yuk']",['heh'],3,neutral,,nan,2017-06-14 21:19:03,0
garuda is the best,is the best,is the best,is the best,is the best,"['is', 'the', 'best']","['is', 'the', 'best']",5,positive,,nan,2017-06-14 15:04:39,0
pelayanan garuda bagus tq,layan bagus tq,layan bagus tq,layan bagus tq,layan bagus tq,"['layan', 'bagus', 'tq']","['layan', 'bagus', 'tq']",5,positive,4.0.9,4,2017-06-14 00:35:12,0
"sdh app nya berat, lambat loading, tdk bisa di akses..sy kira sdh perbaikan, ternyata masih sama",berat lambat loading aksessy baik,berat lambat loading aksessy baik,berat lambat loading aksessy baik,berat lambat loading baik,"['berat', 'lambat', 'loading', 'aksessy', 'baik']","['berat', 'lambat', 'loading', 'baik']",1,negative,,nan,2017-06-13 12:59:14,0
garuda indonesia ist the best,indonesia ist the best,indonesia ist the best,indonesia ist the best,indonesia the best,"['indonesia', 'ist', 'the', 'best']","['indonesia', 'the', 'best']",5,positive,3.0,3,2017-06-13 01:54:50,0
awesome,awesome,awesome,awesome,awesome,['awesome'],['awesome'],5,positive,,nan,2017-06-12 15:08:20,0
"lebih bagus aplikasi sebelumnya , skrg tdk bisa klaim online dan tidak bisa tukar miles hotel online",bagus klaim online tukar miles hotel online,bagus klaim online tukar miles hotel online,bagus klaim online tukar miles hotel online,bagus klaim online tukar miles hotel online,"['bagus', 'klaim', 'online', 'tukar', 'miles', 'hotel', 'online']","['bagus', 'klaim', 'online', 'tukar', 'miles', 'hotel', 'online']",3,neutral,4.0.9,4,2017-06-12 06:26:10,1
aplikasi ini sangat baik buat saya dan keluarga.,keluarga,keluarga,keluarga,keluarga,['keluarga'],['keluarga'],5,positive,4.0.9,4,2017-06-12 00:48:35,1
nyaman.. baik.. good job...,nyaman good job,nyaman good job,nyaman good job,nyaman good job,"['nyaman', 'good', 'job']","['nyaman', 'good', 'job']",5,positive,4.0.9,4,2017-06-11 14:56:26,2
kenapa untuk kartu elektronik garuda miles-nya gak keluar ya?,kartu elektronik milesnya,kartu elektronik milesnya,kartu elektronik milesnya,kartu milesnya,"['kartu', 'elektronik', 'milesnya']","['kartu', 'milesnya']",5,positive,4.0.9,4,2017-06-10 06:00:02,2
biar ga repot,biar repot,biar repot,biar repot,biar repot,"['biar', 'repot']","['biar', 'repot']",5,positive,,nan,2017-06-09 14:57:07,0
ditingkatkan pelayanannya. sukses garuda indonesia,tingkat layan sukses indonesia,tingkat layan sukses indonesia,tingkat layan sukses indonesia,tingkat layan sukses indonesia,"['tingkat', 'layan', 'sukses', 'indonesia']","['tingkat', 'layan', 'sukses', 'indonesia']",5,positive,4.0.9,4,2017-06-09 13:16:02,1
"good aplication, very helpfull",good aplication very helpfull,good aplication very helpfull,good aplication very helpful,good aplication very helpful,"['good', 'aplication', 'very', 'helpful']","['good', 'aplication', 'very', 'helpful']",5,positive,,nan,2017-06-09 07:39:49,0
the best...,the best,the best,the best,the best,"['the', 'best']","['the', 'best']",4,positive,4.0.9,4,2017-06-09 02:59:45,0
so far is good,sok far is good,sok far is good,sok far is good,sok far is good,"['sok', 'far', 'is', 'good']","['sok', 'far', 'is', 'good']",4,positive,4.0.9,4,2017-06-08 12:41:14,0
semoga bermanfaat bagi saya sbgpelanggan garuda,moga manfaat sbgpelanggan,moga manfaat sbgpelanggan,moga manfat sbgpelanggan,moga manfat,"['moga', 'manfat', 'sbgpelanggan']","['moga', 'manfat']",5,positive,,nan,2017-06-08 00:58:11,0
"dulu pake aplikasi ini lancar2 j, setelah ganti hp instal lg kok gak bisa masuk ke aplikasi ya? setelah pilih bahasa keluar sendirindari aplikasi. sdh beberapa kali saya coba tp tetap j gak bisa masuk.",pakai lancar2 j ganti hp instal masuk pilih bahasa sendirindari kali coba masuk,pakai lancar j ganti hp instal masuk pilih bahasa sendirindari kali coba masuk,pakai lancar j ganti hp instal masuk pilih bahasa sendirindari kali coba masuk,pakai lancar ganti hp instal masuk pilih bahasa kali coba masuk,"['pakai', 'lancar', 'j', 'ganti', 'hp', 'instal', 'masuk', 'pilih', 'bahasa', 'sendirindari', 'kali', 'coba', 'masuk']","['pakai', 'lancar', 'ganti', 'hp', 'instal', 'masuk', 'pilih', 'bahasa', 'kali', 'coba', 'masuk']",2,negative,4.0.9,4,2017-06-07 21:26:58,1
best flight carrier,best flight carrier,best flight carrier,best flight carrier,best flight carrier,"['best', 'flight', 'carrier']","['best', 'flight', 'carrier']",1,negative,,nan,2017-06-07 17:55:19,0
semoga lebih baik lagi ke depannya...,moga depan,moga depan,moga depan,moga depan,"['moga', 'depan']","['moga', 'depan']",5,positive,,nan,2017-06-07 10:53:40,0
lambat!,lambat,lambat,lambat,lambat,['lambat'],['lambat'],1,negative,4.0.9,4,2017-06-07 05:50:56,0
"aplikasinya bagus,  tampilannya sesuai dengan kelasnya , cuma sayangnya berat dibuka apalagi dibagian finishing.  sampai sekarang pencarian saya tidak pernah berhasil mendapatkan garuda.",bagus tampil sesuai kelas sayang berat buka bagi finishing cari hasil,bagus tampil sesuai kelas sayang berat buka bagi finishing cari hasil,bagus tampil sesuai kelas sayang berat buka bagi finishing cari hasil,bagus tampil sesuai kelas sayang berat buka bagi finishing cari hasil,"['bagus', 'tampil', 'sesuai', 'kelas', 'sayang', 'berat', 'buka', 'bagi', 'finishing', 'cari', 'hasil']","['bagus', 'tampil', 'sesuai', 'kelas', 'sayang', 'berat', 'buka', 'bagi', 'finishing', 'cari', 'hasil']",2,negative,4.0.9,4,2017-06-07 01:21:12,0
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,,nan,2017-06-05 14:32:52,0
"udah sebulan uninstall barusan nginstall lagi . ternyata masi sama aja, kecewa min :(",bulan uninstall barusan nginstall aja kecewa min,bulan uninstall barusan nginstall aja kecewa min,bulan uninstal barusan nginstal aja kecewa min,bulan uninstal barusan aja kecewa min,"['bulan', 'uninstal', 'barusan', 'nginstal', 'aja', 'kecewa', 'min']","['bulan', 'uninstal', 'barusan', 'aja', 'kecewa', 'min']",1,negative,4.0.9,4,2017-06-05 13:34:04,0
saya liat dulu klw bagus nanti aku tambain bintangnya,lihat bagus tambain bintang,lihat bagus tambain bintang,lihat bagus tambain bintang,lihat bagus bintang,"['lihat', 'bagus', 'tambain', 'bintang']","['lihat', 'bagus', 'bintang']",3,neutral,4.0.9,4,2017-06-05 05:41:48,3
keren,keren,keren,keren,keren,['keren'],['keren'],3,neutral,,nan,2017-06-05 04:57:24,0
💗💗 love it🤗,love it,love it,love it,love it,"['love', 'it']","['love', 'it']",5,positive,4.0.7,4,2017-06-05 00:37:39,0
gak ada kata ribet untuk booking tiket... trimakasih garuda indonesia,ribet booking tiket trimakasih indonesia,ribet booking tiket trimakasih indonesia,ribet booking tiket trimakasih indonesia,ribet booking tiket trimakasih indonesia,"['ribet', 'booking', 'tiket', 'trimakasih', 'indonesia']","['ribet', 'booking', 'tiket', 'trimakasih', 'indonesia']",5,positive,4.0.9,4,2017-06-04 17:09:05,2
coba di perbaiki,coba baik,coba baik,coba baik,coba baik,"['coba', 'baik']","['coba', 'baik']",5,positive,,nan,2017-06-04 06:23:13,0
"bad app, need much improvement. blank screen only on each pages",bad need much improvement blank screen only on each pages,bad need much improvement blank screen only on each pages,bad need much improvement blank screen only on each pages,bad need much improvement blank screen only on,"['bad', 'need', 'much', 'improvement', 'blank', 'screen', 'only', 'on', 'each', 'pages']","['bad', 'need', 'much', 'improvement', 'blank', 'screen', 'only', 'on']",2,negative,4.0.9,4,2017-06-04 01:58:10,1
aplikasi apa ni..susah registrasinya..mending traveloka,nisusah registrasinyamending traveloka,nisusah registrasinyamending traveloka,nisusah registrasinyamending traveloka,traveloka,"['nisusah', 'registrasinyamending', 'traveloka']",['traveloka'],1,negative,4.0.9,4,2017-06-03 15:31:57,1
pelayanan nya yg prima,layan prima,layan prima,layan prima,layan prima,"['layan', 'prima']","['layan', 'prima']",5,positive,,nan,2017-06-03 13:51:36,0
"kenapa nih dgn aplikasinya...sy mau pesan,udah sampai masukin tgl...tekan tombol lanjut malah ga mau...apa lg error atau gmn ya...sy cek di aplikasi sy,ga ada perlu pembaruan,jadi aplikasi msh update...tp kenapa ga bisa dan klo mau pake aplikasinya selalu agak lemot tampilan halaman berikutnya....klo bisa,dibuatlah tim it yg khusus menangani booking via online aplikasi...jadi ga lelet kayak gini...",nih aplikasinyasy pesanudah pasuk tgltekan tombol mauapa error yasy cek syga pembaruanjadi updatetp kalo pakai lot tampil halaman berikutnyaklo bisadibuatlah tim khusus tangan booking via online aplikasijadi lelet kayak gin,nih aplikasinyasy pesanudah pasuk tgltekan tombol mauapa error yasy cek syga pembaruanjadi updatetp kalo pakai lot tampil halaman berikutnyaklo bisadibuatlah tim khusus tangan booking via online aplikasijadi lelet kayak gin,nih aplikasinyasy pesanudah pasuk tgltekan tombol mauapa error yasy cek syga pembaruanjadi updatetp kalo pakai lot tampil halaman berikutnyaklo bisadibuatlah tim khusus tangan booking via online aplikasijadi lelet kayak gin,nih pasuk tombol error cek kalo pakai lot tampil halaman tim khusus tangan booking via online lelet kayak gin,"['nih', 'aplikasinyasy', 'pesanudah', 'pasuk', 'tgltekan', 'tombol', 'mauapa', 'error', 'yasy', 'cek', 'syga', 'pembaruanjadi', 'updatetp', 'kalo', 'pakai', 'lot', 'tampil', 'halaman', 'berikutnyaklo', 'bisadibuatlah', 'tim', 'khusus', 'tangan', 'booking', 'via', 'online', 'aplikasijadi', 'lelet', 'kayak', 'gin']","['nih', 'pasuk', 'tombol', 'error', 'cek', 'kalo', 'pakai', 'lot', 'tampil', 'halaman', 'tim', 'khusus', 'tangan', 'booking', 'via', 'online', 'lelet', 'kayak', 'gin']",2,negative,4.0.9,4,2017-06-03 04:43:57,0
sangat praktis,praktis,praktis,praktis,praktis,['praktis'],['praktis'],5,positive,,nan,2017-06-03 03:05:46,0
kok gak bisa log in garuda miles ya... cuman loading mulu,log miles cuman loading mulu,log miles cuman loading mulu,log miles cuman loading mulu,log miles cuman loading mulu,"['log', 'miles', 'cuman', 'loading', 'mulu']","['log', 'miles', 'cuman', 'loading', 'mulu']",3,neutral,4.0.9,4,2017-06-03 00:33:24,0
mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,,nan,2017-06-03 00:23:44,0
"gak basa login, sudah stengah jam nunggu loadingnya. 😠",basa login stengah jam tunggu loadingnya,basa login stengah jam tunggu loadingnya,basa login stengah jam tunggu loadingnya,login jam tunggu loadingnya,"['basa', 'login', 'stengah', 'jam', 'tunggu', 'loadingnya']","['login', 'jam', 'tunggu', 'loadingnya']",1,negative,4.0.9,4,2017-06-02 22:50:06,1
"aplikasi ini tidak dapat diakses, kiranya dpt dibantu.",akses bantu,akses bantu,akses bantu,akses bantu,"['akses', 'bantu']","['akses', 'bantu']",3,neutral,4.0.9,4,2017-06-02 14:25:30,1
best airlines application for me,best airlines application for me,best airlines application for me,best airlines application for me,best airlines application for me,"['best', 'airlines', 'application', 'for', 'me']","['best', 'airlines', 'application', 'for', 'me']",5,positive,,nan,2017-06-02 11:32:18,0
interaktif aplikasi buat pemesanan garuda online,interaktif mesan online,interaktif mesan online,interaktif mesan online,mesan online,"['interaktif', 'mesan', 'online']","['mesan', 'online']",5,positive,,nan,2017-06-02 10:13:25,0
"tolong diperbaiki, saya tidak bisa pesan penerbangan melalui app, diklik menu pesan penerbangan tidak ada respon, padahal sudah saya update",tolong baik pesan terbang klik menu pesan terbang respon update,tolong baik pesan terbang klik menu pesan terbang respon update,tolong baik pesan terbang klik menu pesan terbang respon update,tolong baik pesan terbang klik menu pesan terbang respon update,"['tolong', 'baik', 'pesan', 'terbang', 'klik', 'menu', 'pesan', 'terbang', 'respon', 'update']","['tolong', 'baik', 'pesan', 'terbang', 'klik', 'menu', 'pesan', 'terbang', 'respon', 'update']",2,negative,4.0.9,4,2017-06-02 09:57:01,1
sangat membantu.tks garuda,membantutks,membantutks,membantutks,membantutks,['membantutks'],['membantutks'],5,positive,,nan,2017-06-02 01:29:11,0
oke,oke,oke,oke,oke,['oke'],['oke'],5,positive,,nan,2017-06-01 23:34:45,0
terus berinovasi,inovasi,inovasi,inovasi,inovasi,['inovasi'],['inovasi'],5,positive,,nan,2017-06-01 11:49:53,0
force out di samsung s8 saya,force out samsung s8,force out samsung s,force out samsung s,force out samsung s,"['force', 'out', 'samsung', 's']","['force', 'out', 'samsung', 's']",4,positive,4.0.9,4,2017-06-01 08:35:01,1
suka sekali,suka,suka,suka,suka,['suka'],['suka'],5,positive,,nan,2017-06-01 01:06:55,0
memuaskan,muas,muas,muas,muas,['muas'],['muas'],5,positive,4.0.9,4,2017-05-31 19:45:34,1
garuda selangkah lebih maju di bandung yg lainnya,selang maju bandung,selang maju bandung,selang maju bandung,selang maju,"['selang', 'maju', 'bandung']","['selang', 'maju']",5,positive,,nan,2017-05-31 02:15:54,0
"nice user interface, much improvement compared to previous version.",nice user interface much improvement compared previous version,nice user interface much improvement compared previous version,nice user interface much improvement compared previous version,nice user interface much improvement compared previous version,"['nice', 'user', 'interface', 'much', 'improvement', 'compared', 'previous', 'version']","['nice', 'user', 'interface', 'much', 'improvement', 'compared', 'previous', 'version']",5,positive,4.0.9,4,2017-05-30 06:44:53,4
"bagus,sangat membantu..",bagussangat bantu,bagussangat bantu,bagussangat bantu,bantu,"['bagussangat', 'bantu']",['bantu'],4,positive,4.0.9,4,2017-05-30 02:28:03,0
setelah dipasang kok keluar sendiri ?,pasang,pasang,pasang,pasang,['pasang'],['pasang'],5,positive,,nan,2017-05-29 04:23:40,0
good service.good condition,good servicegood condition,good servicegood condition,good servicegood condition,good,"['good', 'servicegood', 'condition']",['good'],5,positive,,nan,2017-05-29 02:07:28,0
bagaimana cara bayarnya?,bayar,bayar,bayar,bayar,['bayar'],['bayar'],5,positive,4.0.9,4,2017-05-28 21:23:55,1
gak bisa milih jadwal penerbangan....  masak sih sekelas ga aplikasinya acakadut gini 😢😢,pilih jadwal terbang masak sih kelas acakadut,pilih jadwal terbang masak sih kelas acakadut,pilih jadwal terbang masak sih kelas acakadut,pilih jadwal terbang masak sih kelas,"['pilih', 'jadwal', 'terbang', 'masak', 'sih', 'kelas', 'acakadut']","['pilih', 'jadwal', 'terbang', 'masak', 'sih', 'kelas']",1,negative,4.0.9,4,2017-05-28 17:00:48,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,,nan,2017-05-28 05:05:40,0
perlu improvement yg mendasar bagi pengelola aplikasi mobilenya. banyak sekali bug yg membuat error aplikasinya.,improvement dasar kelola mobilenya bug error,improvement dasar kelola mobilenya bug error,improvement dasar kelola mobilenya bug error,improvement kelola mobilenya bug error,"['improvement', 'dasar', 'kelola', 'mobilenya', 'bug', 'error']","['improvement', 'kelola', 'mobilenya', 'bug', 'error']",3,neutral,4.0.9,4,2017-05-27 12:51:27,0
garuda agar memastikan aplikasi yang dibuat adalah aplikasi yang dapat dipergunakan dengan baik dan mudah oleh seluruh pelanggan sehingga menjadi pelanggan yang setia,mudah langgan langgan setia,mudah langgan langgan setia,mudah langgan langgan setia,mudah langgan langgan setia,"['mudah', 'langgan', 'langgan', 'setia']","['mudah', 'langgan', 'langgan', 'setia']",2,negative,3.5.1,3,2017-05-26 22:27:34,0
alhamdulillah semua aplikasinya terpakai,alhamdulillah pakai,alhamdulillah pakai,alhamdulillah pakai,alhamdulillah pakai,"['alhamdulillah', 'pakai']","['alhamdulillah', 'pakai']",5,positive,4.0.9,4,2017-05-26 19:49:15,2
"sangatmudah diakses, cepat dan akurat",sangatmudah akses cepat akurat,sangatmudah akses cepat akurat,sangatmudah akses cepat akurat,akses cepat akurat,"['sangatmudah', 'akses', 'cepat', 'akurat']","['akses', 'cepat', 'akurat']",5,positive,4.0.9,4,2017-05-26 19:41:05,0
"mohon diperbaiki, menu ""penerbangan"" tidak dapat dibuka",mohon baik menu terbang buka,mohon baik menu terbang buka,mohon baik menu terbang buka,mohon baik menu terbang buka,"['mohon', 'baik', 'menu', 'terbang', 'buka']","['mohon', 'baik', 'menu', 'terbang', 'buka']",3,neutral,4.0.9,4,2017-05-26 18:05:23,0
sangat bermanfaat dan berguna bagi pelanggan,manfaat guna langgan,manfaat guna langgan,manfat guna langgan,manfat guna langgan,"['manfat', 'guna', 'langgan']","['manfat', 'guna', 'langgan']",5,positive,1.0.12,1,2017-05-26 10:49:51,0
masih suka keluar sendiri,suka,suka,suka,suka,['suka'],['suka'],2,negative,,nan,2017-05-26 10:25:02,0
semoga sukses dan banyak promo nya,moga sukses promo,moga sukses promo,moga sukses promo,moga sukses promo,"['moga', 'sukses', 'promo']","['moga', 'sukses', 'promo']",4,positive,,nan,2017-05-26 01:27:42,0
"menyenangkn terbang dg garuda pramugari ramàh,  ruangan musik lagu daerah,  makn juga enak",senang terbang pramugari ram h ruang musik lagu daerah makn enak,senang terbang pramugari ram h ruang musik lagu daerah makn enak,senang terbang pramugari ram h ruang musik lagu daerah makn enak,senang terbang pramugari h daerah enak,"['senang', 'terbang', 'pramugari', 'ram', 'h', 'ruang', 'musik', 'lagu', 'daerah', 'makn', 'enak']","['senang', 'terbang', 'pramugari', 'h', 'daerah', 'enak']",4,positive,4.0.9,4,2017-05-25 14:22:08,3
bintang 5 buat app garuda indonesia....karena cita2 sy dari kecil adalah menjadi pilot di maskapai garuda indonesia,bintang 5 indonesiakarena citacita pilot maskapai indonesia,bintang indonesiakarena citacita pilot maskapai indonesia,bintang indonesiakarena citacita pilot maskapai indonesia,bintang pilot maskapai indonesia,"['bintang', 'indonesiakarena', 'citacita', 'pilot', 'maskapai', 'indonesia']","['bintang', 'pilot', 'maskapai', 'indonesia']",5,positive,4.0.9,4,2017-05-25 10:28:38,3
yes,yes,yes,yes,yes,['yes'],['yes'],5,positive,,nan,2017-05-25 01:53:02,0
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],3,neutral,,nan,2017-05-24 02:59:31,0
"loading lama, muncul pilihan bahasa, setelah klik lanjut muncul halaman putih, lalu keluar aplikasi dengan sendirinya... masih maintenance atau apa y? mau kasih masukan juga bingung, masuk aja belum bisa. diperbaiki dulu aplikasinya, nnti saya download ulang.. sekarang mau uninstall heula..",loading muncul pilih bahasa klik muncul halaman putih maintenance y kasih masuk bingung masuk baik download ulang uninstall heula,loading muncul pilih bahasa klik muncul halaman putih maintenance y kasih masuk bingung masuk baik download ulang uninstall heula,loading muncul pilih bahasa klik muncul halaman putih maintenance y kasih masuk bingung masuk baik download ulang uninstal heula,loading muncul pilih bahasa klik muncul halaman putih maintenance y kasih masuk bingung masuk baik download ulang uninstal,"['loading', 'muncul', 'pilih', 'bahasa', 'klik', 'muncul', 'halaman', 'putih', 'maintenance', 'y', 'kasih', 'masuk', 'bingung', 'masuk', 'baik', 'download', 'ulang', 'uninstal', 'heula']","['loading', 'muncul', 'pilih', 'bahasa', 'klik', 'muncul', 'halaman', 'putih', 'maintenance', 'y', 'kasih', 'masuk', 'bingung', 'masuk', 'baik', 'download', 'ulang', 'uninstal']",1,negative,,nan,2017-05-24 01:38:56,0
dari belanda saya suka naik garuda,belanda suka,belanda suka,belanda suka,suka,"['belanda', 'suka']",['suka'],5,positive,,nan,2017-05-23 10:37:37,0
garuda pelayanan nya bagus,layan bagus,layan bagus,layan bagus,layan bagus,"['layan', 'bagus']","['layan', 'bagus']",5,positive,,nan,2017-05-23 09:47:12,0
gia easy way for traveling,gia easy way for traveling,gia easy way for traveling,gia easy way for traveling,gia easy way for traveling,"['gia', 'easy', 'way', 'for', 'traveling']","['gia', 'easy', 'way', 'for', 'traveling']",4,positive,,nan,2017-05-22 22:33:23,0
"kenapa aplikasi versi baru jadi buruk, keluar otomatis, tidak seperti versi lama sangat membantu",versi buruk otomatis versi bantu,versi buruk otomatis versi bantu,versi buruk otomatis versi bantu,versi buruk otomatis versi bantu,"['versi', 'buruk', 'otomatis', 'versi', 'bantu']","['versi', 'buruk', 'otomatis', 'versi', 'bantu']",1,negative,,nan,2017-05-22 16:33:06,0
sip deh,sip deh,sip deh,sip deh,sip deh,"['sip', 'deh']","['sip', 'deh']",3,neutral,,nan,2017-05-22 11:38:11,0
"aplikasinya berat banget, loading juga lama, banyak bugs, tolong ditingkatkan lagi....",berat banget loading bugs tolong tingkat,berat banget loading bugs tolong tingkat,berat banget loading bugs tolong tingkat,berat banget loading bugs tolong tingkat,"['berat', 'banget', 'loading', 'bugs', 'tolong', 'tingkat']","['berat', 'banget', 'loading', 'bugs', 'tolong', 'tingkat']",2,negative,4.0.9,4,2017-05-22 10:23:26,0
gak bs klaim missing miles,klaim missing miles,klaim missing miles,klaim missing miles,klaim missing miles,"['klaim', 'missing', 'miles']","['klaim', 'missing', 'miles']",2,negative,4.0.9,4,2017-05-21 15:12:40,0
semoga sukses selalu untuk garuda indonesia,moga sukses indonesia,moga sukses indonesia,moga sukses indonesia,moga sukses indonesia,"['moga', 'sukses', 'indonesia']","['moga', 'sukses', 'indonesia']",5,positive,,nan,2017-05-21 03:19:35,0
like,like,like,like,like,['like'],['like'],5,positive,,nan,2017-05-21 03:17:41,0
"puji tuhan garuda indonesia, luar biasa pelayanan nya.",puji tuhan indonesia layan,puji tuhan indonesia layan,puji tuhan indonesia layan,indonesia layan,"['puji', 'tuhan', 'indonesia', 'layan']","['indonesia', 'layan']",5,positive,,nan,2017-05-21 00:52:44,0
easy to fly..,easy fly,easy fly,easy fly,easy fly,"['easy', 'fly']","['easy', 'fly']",5,positive,4.0.9,4,2017-05-20 01:27:24,0
aplikasinya gak bisa dibuka sama sekali,buka,buka,buka,buka,['buka'],['buka'],1,negative,4.0.9,4,2017-05-19 10:24:39,1
cukup bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],3,neutral,,nan,2017-05-19 09:23:37,0
sangat bagus sekali,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,,nan,2017-05-19 06:40:41,0
semoga tepat waktu,moga,moga,moga,moga,['moga'],['moga'],5,positive,4.0.9,4,2017-05-18 22:21:47,2
"waktu pemesanan untuk pembayaran via transfer atm bersama minimal 72 jam terlalu lama. agak menyulitkan bagi pemesan yg hanya mempunyai kartu debit (mobile banking) tetapi tidak mempunyai kartu kredit, dll",mesan bayar via transfer atm minimal 72 jam sulit mes kartu debit mobile banking kartu kredit dll,mesan bayar via transfer atm minimal jam sulit mes kartu debit mobile banking kartu kredit dll,mesan bayar via transfer atm minimal jam sulit mes kartu debit mobile banking kartu kredit dl,mesan bayar via transfer atm minimal jam sulit mes kartu debit mobile banking kartu kredit dl,"['mesan', 'bayar', 'via', 'transfer', 'atm', 'minimal', 'jam', 'sulit', 'mes', 'kartu', 'debit', 'mobile', 'banking', 'kartu', 'kredit', 'dl']","['mesan', 'bayar', 'via', 'transfer', 'atm', 'minimal', 'jam', 'sulit', 'mes', 'kartu', 'debit', 'mobile', 'banking', 'kartu', 'kredit', 'dl']",4,positive,4.0.9,4,2017-05-18 10:00:05,33
good,good,good,good,good,['good'],['good'],5,positive,,nan,2017-05-18 08:03:53,0
jd makin mudah.😃,mudah,mudah,mudah,mudah,['mudah'],['mudah'],4,positive,4.0.9,4,2017-05-17 01:12:58,4
parah amat si ini gak bisa masuk...,parah sih masuk,parah sih masuk,parah sih masuk,parah sih masuk,"['parah', 'sih', 'masuk']","['parah', 'sih', 'masuk']",2,negative,,nan,2017-05-17 00:49:46,0
garuda ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,,nan,2017-05-16 11:53:22,0
good,good,good,good,good,['good'],['good'],5,positive,,nan,2017-05-16 03:29:38,0
