content,content_stemmed_no_common_2,content_regex,content_regex_norm,tokens_nltk,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
👍👍,,,,[],5,5,4.2.1,2017-09-20 12:15:04,"Pelanggan Yth Bapak Iqbal, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-09-29 06:50:53
tidak bisa login garuda miles.. pesan sistem error terus,login miles pesan sistem error,login miles pesan sistem error,login miles pesan sistem error,"['login', 'miles', 'pesan', 'sistem', 'error']",3,0,4.2.0,2017-09-18 07:10:27,,
"untuk penerbangan pulang,garuda selalu lbh mahal",terbang pulanggaruda mahal,terbang pulanggaruda mahal,terbang pulanggaruda mahal,"['terbang', 'pulanggaruda', 'mahal']",5,0,,2017-09-17 16:48:09,,
baik,,,,[],4,0,4.2.0,2017-09-17 10:15:23,"Pelanggan Yth Bapak Sumarsono Marsono, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-09-18 04:15:48
kenapa skrg susah lihat perolehan miles dan frequency flight kita garuda? dan sepertinya tdk terupdate jumlah miles/freq flight di papan umumnya why????,susah lihat oleh miles frequency flight terupdate milesfreq flight papan why,susah lihat oleh miles frequency flight terupdate milesfreq flight papan why,susah lihat oleh miles frequency flight terupdate milesfreq flight papan why,"['susah', 'lihat', 'oleh', 'miles', 'frequency', 'flight', 'terupdate', 'milesfreq', 'flight', 'papan', 'why']",2,0,4.2.0,2017-09-17 01:23:59,"Pelanggan Yth, Bapak Rudi Mahendra, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-09-18 04:16:48
"susah nih aplikasinya, mau register tinggal bikin pasword gak bisa2",susah nih register tinggal bikin pasword bisa2,susah nih register tinggal bikin pasword bisa,susah nih register tinggal bikin pasword bisa,"['susah', 'nih', 'register', 'tinggal', 'bikin', 'pasword', 'bisa']",2,0,4.2.0,2017-09-15 18:01:31,"Pelanggan Yth, Bapak/Ibu, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-09-18 04:19:37
"aplikasinya kurang update dan lama,.",update,update,update,['update'],1,0,4.2.0,2017-09-12 17:12:58,"Pelanggan Yth, Bapak Faizal Alhaq, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-09-18 04:22:14
"fitur pencairan tak secepat aplikasi pihak ke 3 spt traveloka dll.  dan tolong jangan dijawab, krn sy tau jawabannya copas dari yg seperti dibawah.",fitur cair cepat 3 traveloka dll tolong tau jawab copas bawah,fitur cair cepat traveloka dll tolong tau jawab copas bawah,fitur cair cepat traveloka dl tolong tau jawab copas bawah,"['fitur', 'cair', 'cepat', 'traveloka', 'dl', 'tolong', 'tau', 'jawab', 'copas', 'bawah']",1,1,4.2.0,2017-09-09 22:31:54,"Pelanggan Yth Bapak/Ibu, Terkait dengan case berikut, mohon bisa dikirimkan ke kami detail transaksi seperti Nama, Rute, Jumlah penumpang, tanggal, dan jam pada saat transaksi ke e-booking@garuda-indonesia.com untuk kami segera tindak lanjuti. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-09-18 04:23:37
"tambah jelek performanya,apalagi semenjak update terakhir kemarin,isi data penumpang tidak bisa input nama maupun kontak. leletnya juga parah,kalah sama aplikasi citilink,apakah seperti ini pelayanan dari maskapai bintang 5?",jelek performanyaapalagi semenjak update kemarinisi data tumpang input nama kontak lelet parahkalah citilinkapakah layan maskapai bintang 5,jelek performanyaapalagi semenjak update kemarinisi data tumpang input nama kontak lelet parahkalah citilinkapakah layan maskapai bintang,jelek performanyaapalagi semenjak update kemarinisi data tumpang input nama kontak lelet parahkalah citilinkapakah layan maskapai bintang,"['jelek', 'performanyaapalagi', 'semenjak', 'update', 'kemarinisi', 'data', 'tumpang', 'input', 'nama', 'kontak', 'lelet', 'parahkalah', 'citilinkapakah', 'layan', 'maskapai', 'bintang']",2,0,4.2.0,2017-09-09 21:05:53,"Pelanggan Yth, Bapak Setiyawan Agus, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-09-18 04:23:55
mantap...,mantap,mantap,mantap,['mantap'],5,0,,2017-09-08 14:10:05,"Pelanggan Yth Bapak Januar Debang, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-09-18 04:24:48
"aplikasinya bagus, cuma tolong perbaiki lah. untuk loadingnya sewaktu step by step mw pesan tiket atau ngecek harga itu lama sekali. sedangkan aplikasi maskapai lain sangat cepat responnya. contohnya batik air.  tolong segera diperbaiki",bagus tolong baik loadingnya step by step pesan tiket ecek harga maskapai cepat responnya contoh batik air tolong baik,bagus tolong baik loadingnya step by step pesan tiket ecek harga maskapai cepat responnya contoh batik air tolong baik,bagus tolong baik loadingnya step by step pesan tiket ecek harga maskapai cepat responnya contoh batik air tolong baik,"['bagus', 'tolong', 'baik', 'loadingnya', 'step', 'by', 'step', 'pesan', 'tiket', 'ecek', 'harga', 'maskapai', 'cepat', 'responnya', 'contoh', 'batik', 'air', 'tolong', 'baik']",2,0,4.2.0,2017-09-07 16:17:11,"Pelanggan Yth, Ibu Wanda, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-09-18 04:25:07
aplikasinya sangaaaaat buruk. mau bli tiket tpi gk bisa cm muncul daftar harga aja.. pas mau k proses selanjutnya gk bis,sangaaaaat buruk beli tiket muncul daftar harga aja pas proses bis,sangaat buruk beli tiket muncul daftar harga aja pas proses bis,sangat buruk beli tiket muncul daftar harga aja pas proses bis,"['sangat', 'buruk', 'beli', 'tiket', 'muncul', 'daftar', 'harga', 'aja', 'pas', 'proses', 'bis']",1,0,,2017-09-06 16:21:04,"Pelanggan Yth Bapak/Ibu, Terkait dengan case berikut, mohon bisa dikirimkan ke kami detail transaksi seperti Nama, Rute, Jumlah penumpang, tanggal, dan jam pada saat transaksi ke e-booking@garuda-indonesia.com untuk kami segera tindak lanjuti. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-09-18 04:26:02
sangat membantu,bantu,bantu,bantu,['bantu'],5,0,,2017-09-05 14:49:21,"Pelanggan Yth Bapak/Ibu Y Angkai, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-09-18 04:27:23
super super susah sekali buat daftar,super super susah daftar,super super susah daftar,super super susah daftar,"['super', 'super', 'susah', 'daftar']",2,0,,2017-09-05 04:41:13,"Pelanggan Yth, Ibu Desi Angraeni, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-09-18 04:27:44
saya suka dengan layanannya,suka layan,suka layan,suka layan,"['suka', 'layan']",5,0,,2017-09-01 05:05:31,"Dear valued customer Mr. Edo Oktavianus, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-09-01 08:15:26
"parah, habis update tetep lelet, untuk menu pesan tiket gak bisa dibuka. menghabiskan kuota saja, masa kalah dg aplikasi travel yg lain, menyebalkan..!!!",parah habis update lelet menu pesan tiket buka habis kuota kalah travel sebal,parah habis update lelet menu pesan tiket buka habis kuota kalah travel sebal,parah habis update lelet menu pesan tiket buka habis kuota kalah travel sebal,"['parah', 'habis', 'update', 'lelet', 'menu', 'pesan', 'tiket', 'buka', 'habis', 'kuota', 'kalah', 'travel', 'sebal']",2,3,4.2.0,2017-08-31 04:28:33,"Pelanggan Yth, Bapak Tridjoko, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-08-31 06:08:50
"saya coba pesen tp sayang saat pembayaran, tidak bisa via transfer... hnya via internet banking... klok bisa ditambah fiturnya, seperti bri-brivia, begitu pula bni... jd kita enak transaksinya....akhirnya saya transaksi via jual tijet online lainnya",coba pesan sayang bayar via transfer via internet banking kalo tambah fiturnya bribrivia bni enak transaksinyaakhirnya transaksi via jual tijet online,coba pesan sayang bayar via transfer via internet banking kalo tambah fiturnya bribrivia bni enak transaksinyaakhirnya transaksi via jual tijet online,coba pesan sayang bayar via transfer via internet banking kalo tambah fiturnya bribrivia bni enak transaksinyaakhirnya transaksi via jual tijet online,"['coba', 'pesan', 'sayang', 'bayar', 'via', 'transfer', 'via', 'internet', 'banking', 'kalo', 'tambah', 'fiturnya', 'bribrivia', 'bni', 'enak', 'transaksinyaakhirnya', 'transaksi', 'via', 'jual', 'tijet', 'online']",3,0,,2017-08-30 13:34:45,"Pelanggan Yth Bapak Arzuli, Terkait dengan case berikut, mohon bisa dikirimkan ke kami detail transaksi seperti Nama, Rute, Jumlah penumpang, tanggal, dan jam pada saat transaksi ke e-booking@garuda-indonesia.com untuk kami segera tindak lanjuti. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-08-31 06:08:33
sudah oke,oke,oke,oke,['oke'],5,0,4.2.0,2017-08-30 10:40:31,"Pelanggan Yth, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-31 06:07:34
membuat rencana perjalanan lebih mudah,rencana jalan mudah,rencana jalan mudah,rencana jalan mudah,"['rencana', 'jalan', 'mudah']",5,0,4.0.9,2017-08-30 10:14:58,"Pelanggan Yth Bapak Dicky Deniawan, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-31 06:07:26
tetap jaya terus garuda indonesia,jaya indonesia,jaya indonesia,jaya indonesia,"['jaya', 'indonesia']",5,0,,2017-08-29 22:40:36,"Pelanggan Yth Bapak Budi Harjanto, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-30 04:53:34
"berat ya, aplikasi yang masih jauh dari kata ideal. semoga dapat di perbarui dan dapat bersaing dengan aplikasi sejenisnya",berat ideal moga baru saing jenis,berat ideal moga baru saing jenis,berat ideal moga baru saing jenis,"['berat', 'ideal', 'moga', 'baru', 'saing', 'jenis']",2,2,4.2.0,2017-08-26 18:17:16,"Pelanggan Yth, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-08-27 06:37:20
i hardly can do a thing,i hardly can a thing,i hardly can a thing,i hardly can a thing,"['i', 'hardly', 'can', 'a', 'thing']",1,0,4.2.0,2017-08-25 03:51:05,"Dear Valued Customer Mr Faisal, In connection with the following case is currently being repaired and will be released to PlayStore when ready. We apologize for any inconvenience. Sincerely, Garuda Indonesia.",2017-08-27 04:53:24
i cannot adding my next trip. what's wrong with this apps?,i can not adding my next trip whats wrong with this apps,i can not adding my next trip whats wrong with this apps,i can not adding my next trip whats wrong with this apps,"['i', 'can', 'not', 'adding', 'my', 'next', 'trip', 'whats', 'wrong', 'with', 'this', 'apps']",2,1,4.2.0,2017-08-24 11:27:01,"Dear Valued Customer Abeth, In connection with the following case is currently being repaired and will be released to PlayStore when ready. We apologize for any inconvenience. Sincerely, Garuda Indonesia.",2017-08-27 05:25:07
sangat membantu mengatur perjalanan,bantu atur jalan,bantu atur jalan,bantu atur jalan,"['bantu', 'atur', 'jalan']",5,0,4.1.0,2017-08-22 02:56:19,"Pelanggan Yth Bapak Muh Hariyansyah, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:38:47
^memang hebat dan luar biasa,hebat,hebat,hebat,['hebat'],4,0,3.3.0,2017-08-21 02:35:40,"Pelanggan Yth Bapak/Ibu Adeahrun Nur, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:28:40
mantap,mantap,mantap,mantap,['mantap'],5,0,,2017-08-20 15:32:47,"Pelanggan Yth Bapak Agril Nurhidayah, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:29:28
masih bnyk yg harus di perbaiki,baik,baik,baik,['baik'],3,0,,2017-08-20 11:47:47,"Pelanggan Yth, Bapak Travelcruise Ship, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-08-27 06:31:42
bagus sangat bermanfat,bagus bermanfat,bagus bermanfat,bagus bermanfat,"['bagus', 'bermanfat']",5,0,4.2.0,2017-08-20 11:36:44,"Pelanggan Yth Bapak Hasan Basri Sobara, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:39:12
sangat membantu,bantu,bantu,bantu,['bantu'],5,0,3.2.0,2017-08-17 16:33:36,"Pelanggan Yth Bapak Feryando Saragih. Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:06:30
garuda indonesia bagus banget,indonesia bagus banget,indonesia bagus banget,indonesia bagus banget,"['indonesia', 'bagus', 'banget']",5,1,4.2.0,2017-08-13 03:20:25,"Pelanggan Yth. Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:01:46
ab,ab,ab,ab,['ab'],5,0,4.2.0,2017-08-12 19:37:23,"Pelanggan Yth Bapak/Ibu Refi Nasution, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:40:19
mudah dan cepat,mudah cepat,mudah cepat,mudah cepat,"['mudah', 'cepat']",5,1,4.1.0,2017-08-12 01:20:04,"Pelanggan Yth Bapak Anwar Burhan. Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:00:35
ok,ok,ok,ok,['ok'],5,0,,2017-08-11 08:48:21,"Pelanggan Yth Ibu Adin Nisa. Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:00:08
sy sng dg aplikasi ini...smg bs byk membantu...thanx,sng inismg membantuthanx,sng inismg membantuthanx,sng inismg membantuthanx,"['sng', 'inismg', 'membantuthanx']",5,2,4.2.0,2017-08-09 16:13:17,"Pelanggan Yth, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 05:56:25
saat aplikasi dijalankan...thank you for waiting...pilih fastflight ajalah...lebih lancar (sentra bisnis fastpay),dijalankanthank you for waitingpilih fastflight ajalahlebih lancar sentra bisnis fastpay,dijalankanthank you for waitingpilih fastflight ajalahlebih lancar sentra bisnis fastpay,dijalankanthank you for waitingpilih fastflight ajalahlebih lancar sentra bisnis fastpay,"['dijalankanthank', 'you', 'for', 'waitingpilih', 'fastflight', 'ajalahlebih', 'lancar', 'sentra', 'bisnis', 'fastpay']",3,1,4.2.0,2017-08-09 08:10:53,,
saya harap apabila miles bertambah otomatis sinkron dengan aplikasinya,harap miles tambah otomatis sinkron,harap miles tambah otomatis sinkron,harap miles tambah otomatis sinkron,"['harap', 'miles', 'tambah', 'otomatis', 'sinkron']",4,3,4.2.0,2017-08-08 23:50:17,"Pelanggan Yth Bapak Reanaldy Ibrahim MP Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 05:53:56
thanks to garuda indonesia,thanks indonesia,thanks indonesia,thanks indonesia,"['thanks', 'indonesia']",5,0,,2017-08-07 09:04:43,"Dear valued customer, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 05:14:29
good,good,good,good,['good'],5,0,4.0.9,2017-08-07 02:35:27,"Dear valued customer, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 05:16:18
canggih,canggih,canggih,canggih,['canggih'],4,0,4.2.0,2017-08-06 01:43:06,"Pelanggan Yth Bapak Jasman GM,  Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:17:19
percuma didownload..gak bisa pesan perjalanan nih aplikasi.. mentok di daftar tarif.. amsyooong,didownloadgak pesan jalan nih mentok daftar tarif amsyooong,didownloadgak pesan jalan nih mentok daftar tarif amsyoong,didownloadgak pesan jalan nih mentok daftar tarif amsyoong,"['didownloadgak', 'pesan', 'jalan', 'nih', 'mentok', 'daftar', 'tarif', 'amsyoong']",1,1,4.2.0,2017-08-05 19:46:14,"Pelanggan Yth, Bapak Bona Simbolon, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-08-27 06:17:42
jgn lelet,lelet,lelet,lelet,['lelet'],3,0,4.0.9,2017-08-05 00:20:48,"Pelanggan Yth, Ibu  Ike Rachmawati, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-08-27 06:19:18
"kok lama banget loadingnya, padahal paketan kenceng, dan setelah bisa langsung stop working, kan syedih :""",banget loadingnya paket kenceng langsung stop working syedih,banget loadingnya paket kenceng langsung stop working syedih,banget loadingnya paket kenceng langsung stop working syedih,"['banget', 'loadingnya', 'paket', 'kenceng', 'langsung', 'stop', 'working', 'syedih']",2,3,4.2.0,2017-08-04 08:27:17,"Pelanggan Yth, Bapak Dwi Budi, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-08-27 06:20:31
"perlu perbaikan, lemot bgt",baik lot banget,baik lot banget,baik lot banget,"['baik', 'lot', 'banget']",1,5,4.2.0,2017-08-03 10:50:28,"Pelanggan Yth, Bapak Wawan Kurnawan, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-08-27 06:22:05
loading untuk pesan tiket lama. terus pas ada online fair malah hang aplikasinnya. jelek jelek jelek. mohon diperbaiki dan untuk online fair haraga sama aja gk ada diskon. tolong diperbaiki,loading pesan tiket pas online fair hang aplikasinnya jelek jelek jelek mohon baik online fair haraga diskon tolong baik,loading pesan tiket pas online fair hang aplikasinnya jelek jelek jelek mohon baik online fair haraga diskon tolong baik,loading pesan tiket pas online fair hang aplikasinnya jelek jelek jelek mohon baik online fair haraga diskon tolong baik,"['loading', 'pesan', 'tiket', 'pas', 'online', 'fair', 'hang', 'aplikasinnya', 'jelek', 'jelek', 'jelek', 'mohon', 'baik', 'online', 'fair', 'haraga', 'diskon', 'tolong', 'baik']",1,23,4.2.0,2017-08-03 05:23:29,"Pelanggan Yth, Ibu Ernita Goujin, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-08-27 06:22:24
aplikasi sering eror dan terkesan sangat lola,eror kes lola,eror kes lola,eror kes lola,"['eror', 'kes', 'lola']",2,2,4.2.0,2017-08-03 03:52:20,"Pelanggan Yth, Bapak Hendrie Haryanto, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-08-27 06:22:39
semoga bisa membantu dalam hal pembelian tiket,moga bantu beli tiket,moga bantu beli tiket,moga bantu beli tiket,"['moga', 'bantu', 'beli', 'tiket']",5,1,4.2.0,2017-08-02 23:50:28,"Pelanggan Yth Ibu Nurul Hikmah AM, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:25:05
ok,ok,ok,ok,['ok'],4,0,3.2.0,2017-08-02 13:14:32,"Dear valued customer Mrs. Angraini Mutia, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 05:29:41
"katanya agustus garuda indonesia online fair ada harga istimewa nya,, tpi pas udh dowload aplikasix ehh hargax sama aja kya di aplikasi traveloka",agustus indonesia online fair harga istimewa pas dowload aplikasix eh hargax kaya traveloka,agustus indonesia online fair harga istimewa pas dowload aplikasix eh hargax kaya traveloka,agustus indonesia online fair harga istimewa pas dowload aplikasix eh hargax kaya traveloka,"['agustus', 'indonesia', 'online', 'fair', 'harga', 'istimewa', 'pas', 'dowload', 'aplikasix', 'eh', 'hargax', 'kaya', 'traveloka']",2,38,4.2.0,2017-08-01 03:02:39,,
the world class airline from indonesia,the world class airline from indonesia,the world class airline from indonesia,the world clas airline from indonesia,"['the', 'world', 'clas', 'airline', 'from', 'indonesia']",5,7,4.2.0,2017-07-31 13:16:56,"Dear valued customer Mr. Ganta Afrian, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 04:51:04
sering diskon y,diskon,diskon,diskon,['diskon'],5,0,,2017-07-31 06:44:17,"Pelanggan Yth, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:29:37
ok ajalah,ok aja,ok aja,ok aja,"['ok', 'aja']",5,0,,2017-07-31 02:27:09,"Pelanggan Yth Bapak Budi Jatmiko, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:29:49
nice aps,nice aps,nice aps,nice aps,"['nice', 'aps']",5,0,,2017-07-30 18:54:58,"Dear valued customer Mr. Bayu Ali Prasetyo, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 04:55:52
garuda masih yg terbaik di indonesia...tingkatkan,baik indonesiatingkatkan,baik indonesiatingkatkan,baik indonesiatingkatkan,"['baik', 'indonesiatingkatkan']",5,0,,2017-07-30 11:08:51,"Pelanggan Yth, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:30:03
oke,oke,oke,oke,['oke'],4,5,4.2.0,2017-07-30 08:22:14,"Pelanggan Yth Bapak Nunu Wisnu, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:30:28
sekalian cek in citilink nya min! biar gampang,cek citilink min biar gampang,cek citilink min biar gampang,cek citilink min biar gampang,"['cek', 'citilink', 'min', 'biar', 'gampang']",4,4,4.2.0,2017-07-29 23:04:42,"Pelanggan Yth Bapak Angga Prayoga Sukismantoro, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:32:06
like saya masih mencoba untuk memakainya,like coba maka,like coba maka,like coba maka,"['like', 'coba', 'maka']",4,0,,2017-07-29 03:26:34,"Pelanggan Yth Ibu Ezi Hebrika, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:32:43
perfect,perfect,perfect,perfect,['perfect'],5,0,,2017-07-28 16:36:44,"Dear valued customer Mr. Ariyo Pambarto, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 05:01:51
bagusss,bagus,bagus,bagus,['bagus'],5,0,,2017-07-28 15:14:17,"Pelanggan Yth, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:32:54
good app,good,good,good,['good'],5,0,,2017-07-28 12:37:23,"Dear valued customer Mr. Derfla Chiusex, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 05:02:55
good... tingkatkan,good tingkat,good tingkat,good tingkat,"['good', 'tingkat']",4,0,,2017-07-28 10:50:37,"Pelanggan Yth, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:33:07
good,good,good,good,['good'],5,0,,2017-07-27 19:50:27,"Dear valued customer Mr. Syahrul Siregar, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 05:04:40
awesome!,awesome,awesome,awesome,['awesome'],5,0,,2017-07-26 23:03:11,"Dear valued customer Mrs. Adelia Kesumaningsari, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 05:05:16
siiip,siiip,siip,siip,['siip'],5,0,,2017-07-26 13:22:55,"Pelanggan Yth Ibu Ejjah Tia, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 06:33:51
